[2015-05-27 11:10:42,860] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:48,647] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:48,911] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:49,072] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:50,574] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:50,837] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:51,816] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:52,086] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:52,315] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:52,489] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:53,541] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:53,802] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:54,522] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:56,398] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:57,422] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:57,595] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:57,847] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:58,419] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:58,587] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:58,668] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:58,983] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:59,124] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:59,296] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:59,420] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:59,972] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:00,412] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:01,095] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:01,684] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:02,169] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:02,337] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:02,451] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:02,616] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:03,068] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:03,443] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:04,416] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:04,541] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:04,834] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:06,027] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:06,779] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:06,923] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:07,539] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:07,659] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:07,994] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:08,125] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:08,409] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:09,322] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:09,468] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:09,546] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:09,837] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:10,365] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:11,060] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:11,585] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:11,754] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:12,597] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:12,745] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:13,104] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:13,261] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:13,557] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:14,169] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:14,283] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:14,720] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:14,904] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:15,025] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:15,148] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:15,495] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:15,726] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:16,259] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:16,403] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:16,674] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:17,437] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:17,564] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:17,811] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:18,083] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:18,339] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:19,220] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:20,364] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:21,018] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:21,161] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:21,559] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:21,687] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:22,021] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:22,291] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:22,417] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:23,270] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:23,406] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:23,700] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:23,861] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:23,985] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:24,153] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:24,298] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:25,053] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:25,689] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:26,503] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:27,752] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:27,871] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:28,866] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:30,150] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:30,618] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:31,001] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:31,126] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:31,952] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:32,228] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:32,344] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:32,514] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:32,632] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:32,786] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:34,041] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:34,935] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:35,093] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:35,205] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:35,373] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:35,657] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:36,183] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:36,540] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:37,112] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:37,704] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:38,909] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:39,079] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:39,150] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:39,430] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:39,646] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:40,041] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:40,918] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:41,451] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:42,153] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:43,071] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:43,430] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:43,565] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:43,902] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:44,518] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:46,244] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:47,568] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:47,777] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:48,112] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:48,709] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:49,006] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:49,139] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:49,331] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:50,081] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:51,821] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:52,398] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:52,533] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:53,678] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:54,407] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:54,582] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:54,705] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:54,858] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:55,020] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:55,389] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:56,191] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:56,880] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:57,190] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:57,605] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:57,848] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:58,519] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:59,104] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:59,274] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:14:59,639] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:01,291] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:02,337] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:03,669] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:04,216] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:05,915] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:06,071] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:06,488] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:06,654] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:07,050] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:07,301] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:09,129] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:09,270] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:09,839] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:10,548] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:10,839] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:11,249] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:11,921] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:12,174] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:12,875] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:13,016] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:13,406] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:14,085] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:14,168] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:14,439] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:14,880] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:15,389] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:15,863] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:17,065] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:17,813] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:18,161] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:18,259] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:18,649] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:18,794] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:20,667] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:20,925] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:21,078] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:21,376] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:22,168] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:23,018] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:23,201] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:23,679] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:23,979] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:24,675] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:24,935] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:25,673] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:25,807] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:25,970] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:26,403] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:26,605] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:26,724] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:26,918] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:27,460] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:27,917] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:28,150] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:15:28,367] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
